,Wizkid,Davido,Burnaboy
7549, Yes very awkward,2 years ago today ... I sold out  arena london 🇬🇧!! A day I’ll never forget ❤️ !! Can’t wait to do this again !! 🙏🏾🔥 http…,3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
7550,"Few days ago some riffraffs called me a toxic Wizkid Fan 😂 

Bruh you will never find me arguing with anybody cos of Wizk…",🙌,"Exactly 3 years ago today,  released Outside, the beginning of his great run of grammy nominated albums &amp; several r…"
7551, Omg he keeps talking about her,"It's only on Twitter UK Tweeps hate DAVIDO 🤦‍♀️ over 70,000 crowd sold out crowd at the WIRELESS FEST UK singing their…",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
7552,"🖤
One Dance-Drake (feat. Wizkid &amp; Kyla)  via ","“Jowo” by  has surpassed 14 MILLION plays on Audiomack.
ABT 30BG 🔥",          Gyama wo yare 🤣🤣
7553,He is cringey ,"On This day 2 years ago,  Made history, became the second African to sell out the 20,000 capacity o2 arena and the…","With over 150 Million streams on spotify, Outside by  is the fourth most streamed album in Africa on the platfo…"
7554, Oh was it Christina? I’m getting them mixed up lol,2 years ago today ... I sold out  arena london 🇬🇧!! A day I’ll never forget ❤️ !! Can’t wait to do this again !! 🙏🏾🔥 http…,"I'm following whosoever that like this tweet

| Burna  | "
7555, Christina was at least asking questions in the beginning,"These Artistes wall drawing deserves a million RTS 🤯🔥 (A Thread)

1. Davido ",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
7556,Nicki Minaj didn’t come closer for the video but no one is talking cos it’s not Wizkid 🤔 let’s keep it Holy 🙏🏽,      Wizkid owns afrorepublik bro,3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
7557,"STARBOY - SOUNDMAN FEAT. WIZKID &amp; VARIOUS ARTISTES ON APPLE MUSIC!
WIZKIDFCHL
",Since Davido never drop new video pengman never see content post for e dead YouTube account. Na we Dey give dem life,        … 
7558,"nowplaying SoundMan Vol. 1 (feat. Wizkid) by StarBoy via the  app
WizkidFCHL  …","Please help to retweet to  support my business 🙏 ❣️ we sale industrial chemicals and Water treatment chemicals, swi… ","🕚 ☀️ NCBNMiddayShow w.  x  x  x 

⏮️ ▶️ ⏭️ Hey boy Remix

🎙️ x …"
7559,"Discover ""Mummy Mi"" by Wizkid on Deezer WizkidFCHL ",2 years ago today ... I sold out  arena london 🇬🇧!! A day I’ll never forget ❤️ !! Can’t wait to do this again !! 🙏🏾🔥 http…, hope not literally
7560,"Discover ""On Top Your Matter"" by Wizkid on Deezer WizkidFCHL ",We all know davido didn't sell out the o2...he bought extra time on the d day..when he realized he couldn't still sell…,3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
7561,"Discover ""For You"" by Wizkid on Deezer WizkidFCHL ","Davido was... And  is the only African artist to sell out the 02 Venue 
 Davidoat02  30BG ","I Beg you in the name of GOD don’t skip without retweeting  🙏🏻🙏🏻

Mercedes Benz c300 2010
Foreign Used 
Location: Abuja, Nige…"
7562,"Discover ""Eledumare"" by Wizkid on Deezer WizkidFCHL ",    Trust that half of those views were most probably me. 👏🏾👏🏾👏🏾💫💫💫💫,"NIGERIAN ARTISTES ON US APPLE MUSIC 📈 

88*  Made In Lagos 

347*  AyraStarrEP

393*  A Be…"
7563,"Discover ""Come Closer (feat. Drake)"" by Wizkid on Deezer WizkidFCHL ","This can only be done by the 001 of Afrobeat in Africa (Davido) 🐐🇳🇬👑
Reply and RT with Davidoat02 ","🕚 ☀️ NCBNMiddayShow w.  x  x  x 

⏮️ ▶️ ⏭️ Hey boy Remix

🎙️ x …"
7564,"Discover ""Kind Love"" by Wizkid on Deezer WizkidFCHL ",   and  please answer,  I can’t wait make man just end this comparison already. Way too big 2020 best song still trending in 2021 self
7565,Absolutely!! ,"30BG when we do it we do it BIG abeg. The GOAT  sold out a 20,000 capacity arena while wizkid and the entire music i…",   Fb
7566,"     He was a guest, no be him host am, wizkid dey do gumbody for award and shows... Omo 🤦",". On Apple Music🇬🇭:
1. Jowo
5. Activate
12. The Best
14. Holy Ground
19. FEM
51. Maserati
66. Something Fishy
69.…",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
7567,"“One good thing about music, when it hits you,you  feel no pain” Bob Marley 

“You see this music,It gets you excited,…",davido spent over £60k on visas and flights  just to get his people to his concert at the o2 Arena. he said even his cook w…,"3 years ago today,  released ""Outside"" album,
Delivered one of the biggest afrobeats song ever ""YE"".
What are y…"
7568,"Lagos vibe 
             Wizkid
 2:26 ━━━━━━❍── 3:59
          ↻     ⊲  Ⅱ  ⊳     ↺    volume:▁▂▃▄▅▆▇100%",Do it real without buying Extra Time 😂😂  ,  Fb
7569,Messi J Cole Wizkid,2 years ago today ... I sold out  arena london 🇬🇧!! A day I’ll never forget ❤️ !! Can’t wait to do this again !! 🙏🏾🔥 http…,This is  ! Y’all move the Fxck back . Like back back back . 3 paces 🗣🗣🗣🔥🔥🔥🔥 
7570,"Here’s a song for you… Piece of Me (feat. Ella Mai) by WizKid
WizkidFCSP
",Please am a student who needs your help financially.i have run out of ideas in sourcing fund for school fees and ti… ,Please  YE video is outstanding ✊🏽 but I am waiting for STREETS OF AFRICA VIDEO TOO. I have been watching this for…
7571,"Wizkid’s album Made in Lagos is so good that there is a song for every moment. Classic body of work  

I find my se…", Normal level,3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
7572,Everywhere stew 😍 feel the sauce 🍓🍓time is of the essence 🍇Wizkid ,Davido understands music and he also understands the business aspect of it .Man is goated in both fields!👌❤️,"Please bia , don’t rap . No come this side . Dey where you dey bros. Whaaaat ! 🔥🔥🔥"
7573,"Wizkid’s Album Made in Lagos is the best album ever , Made in Lagos is everywhere on the street 
Even Grandpa’s and Gran…","Davidoatthe02arena x  

  
soldoutconcertpromoters o2arena smade smadeevents 

2YearsAgo h…","“How can I not be happy all day.. I’m from the streets of Africa” 😊😁🕺🏿

Burnaboy TwiceAsTall "
7574,"Few days ago some riffraffs called me a toxic Wizkid Fan 😂 

Bruh you will never find me arguing with anybody cos of Wizk…","THE BEST - DAVIDO 💕
 DavidoAt02 ",  Calm down🔥🔥
7575,"Chidinma’s Emi Ni Baller Remix featuring Wizkid studio session(2013)
Wiz asked if there’d be a video for this song, so…",  Say no more you paid for extra time cos people wouldn't turn up. ,"How can I not be happy all day?
I'm from the streets from Africa
If you put speakers in my mind
I bet it would sound like…"
7576,Lol I actually prefer Wizkid’s verse in Ginger to Burna’s.,"Listen, Davido knows this business.

He lives it, he owns it. I'm continually inspired by him and his team.","Throwback to when Burnaboy's YE got Rihanna in her feelings..
outside

🔥🔥 🔥🔥 🔥🔥 🔥🔥 🔥 "
7577,"Lagos vibe 
             Wizkid
 2:26 ━━━━━━❍── 3:59
          ↻     ⊲  Ⅱ  ⊳     ↺    volume:▁▂▃▄▅▆▇100%","Another Iconic moment at the 02, when Davido planted a kiss on chioma's lips😍❤️ DavidoAt02 ",👀🔥 Rare footage of  freestyling at University in 2009!  
7578,"Wizkid had the best year 2020 no Cap 🧢!!

1. Has had and still have the Best album of the decade""Made In Lagos""

2 . He won…", OBO,  If you think say he easy run am
7579,Wizkid tattoos says a lot about him 👀😈!!! ,But you are arrogant mos😩😩🤣  ,"  City Vibration, Sekkle Down, Devil in California, Giddem, Heaven's Gate, Ye, Where I'm From, Streets…"
7580,Never forget when Davido posted Wizkid MIL album. the numbers went up real quick and started trended. He is a king and always…, I need a RT from     for this timeless freestyle I recorded with… ,3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
7581,"Few days ago some riffraffs called me a toxic Wizkid Fan 😂 

Bruh you will never find me arguing with anybody cos of Wizk…",2 years ago today ... I sold out  arena london 🇬🇧!! A day I’ll never forget ❤️ !! Can’t wait to do this again !! 🙏🏾🔥 http…, I love you 🦍 africagiant
7582,"Lagos vibe 
             Wizkid
 2:26 ━━━━━━❍── 3:59
          ↻     ⊲  Ⅱ  ⊳     ↺    volume:▁▂▃▄▅▆▇100%","Davido's ""All of you"" is a jam man."," I bought GIDDEM from Apple Music, now my family is begging me to stop playing the song....I’m enjoying my money joor😂"
7583,"My G.o.a.t is wizkid fucking balogun!!!

Elite reply 🔥🔥🔥 ",Davido always makes sure you enjoy any song he is on.... always a vibe mahnn 😅,3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
7584,"Reckless - Wizkid
New Bag - Avanti &amp; Psyco YP
Ji Masun - Azanti &amp; Psyco YP
True Love - Wizkid (Tay Iwar &amp; Projexx)","On This day 2 years ago,  Made history, became the second African to sell out the 20,000 capacity o2 arena and the…",Elite project. 2nd best Burna album after African Giant🙌🏾🔥
7585,"Wizkid’s Album Made in Lagos is the best album ever , Made in Lagos is everywhere on the street 
Even Grandpa’s and… ","  Edited?? 

Na ment👇🏾
",The beginning of the most unprecedented run in modern Nigerian music.
7586,"The Matter Another WIZKID’s Classic With Maleek Berry. Wizzy’s Hits doesn’t come with expiry dates. 
Bangers for liiii…","While some of us are just happy to be able to produce some that others call ‘THE BEST’. Whichever way you look at it, you’re lo…", I can bet my life say na only Burnaboy Sabi the lyrics of that song 
7587,"Just listen to his voice, the calmess, the chilly vibe.
Wizkid knows this music thing, no be by club or street anthem.…","Going through my playlist once again, I think it’s disrespectful to put wizkid and burna boy in any conversation wi… ","Please bia , don’t rap . No come this side . Dey where you dey bros. Whaaaat ! 🔥🔥🔥"
7588,"Throwback to a pre-Superstar Wizkid freestyling in Surulere, 2011. Iconic 🐐 ", I need a RT from     for this timeless freestyle I recorded with m… ,"3 years ago today,  released his third album ""OUTSIDE""

The critically acclaimed album containing one of Africa…"
7589,"❤️
 
 ","   Please,I really want to join your crew music",3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
7590,  Smoke and and list to burna boy TaT and wizkid MiL,Who would i sign next🤔... Davido? 👀,3 solid years and still doing numbers!! Big love to everyone that supported this project! 🦍 OUTSIDE 
7591,"Me: I'm addicted Wizkid Songs. How can I stop?

Therapist: You need to find True Love &amp; SMILE always 

Me: …","Davido how far padi mi, with 5 mainstream american artistes why is abt in no.497 on USA apple music album chart.pls expla…",  Definitely
7592,"Lagos vibe 
             Wizkid
 2:26 ━━━━━━❍── 3:59
          ↻     ⊲  Ⅱ  ⊳     ↺    volume:▁▂▃▄▅▆▇100%","These Artistes wall drawing deserves a million RTS 🤯🔥 (A Thread)

1. Davido ","This week on TurnTable Top 50 

’s “Hey Boy” ft.  debuts at No. 18— it is the biggest debut this week &amp; t…"
7593,"Wizkid’s album Made in Lagos is so good that there is a song for every moment. Classic body of work  

I find my se…",2 years ago today ... I sold out  arena london 🇬🇧!! A day I’ll never forget ❤️ !! Can’t wait to do this again !! 🙏🏾🔥 http…,"Top 200 Italy 🇮🇹 Airplay Chart(all genres) 📊
Afrobeats artists with the most all-time entries on the chart 
TOP 5 🏆 
1️⃣…"
7594,"Chidinma’s Emi Ni Baller Remix featuring Wizkid studio session(2013)
Wiz asked if there’d be a video for this song, so…","Larry gaaga song with davido, kidd and chiefpriest dey scatter my head. The dance wey i dey do, dem think say i be IBO.😍","   And be walking like you bad and brave
Cos where man ah come from man ah moving bait"
